nom,prenom,legislature,role,from_date,to_date,birth_date,death_date,sycomore_id,url
Gallet,Antoine-Marius,XVIe législature,Ain Groupe Gauche démocratique et radicale indépendante,3 mai 1936,31 mai 1942,15 août 1877,10 mai 1958,3213,https://www2.assemblee-nationale.fr/sycomore/fiche/3213
Bacquet,Paul,XVe législature,Pas-de-Calais Groupe Républicains de gauche,8 mai 1932,31 mai 1936,29 décembre 1881,4 janvier 1949,322,https://www2.assemblee-nationale.fr/sycomore/fiche/322
Bacquet,Paul,XVIe législature,Pas-de-Calais Groupe Alliance des républicains de gauche et des radicaux indépendants,26 avril 1936,31 mai 1942,29 décembre 1881,4 janvier 1949,322,https://www2.assemblee-nationale.fr/sycomore/fiche/322
Badie,"Vincent, Henri",XVIe législature,Hérault Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,16 juillet 1902,8 septembre 1989,324,https://www2.assemblee-nationale.fr/sycomore/fiche/324
Badie,"Vincent, Henri",Ire Assemblée nationale constituante,Hérault Groupe Radical et radical-socialiste,21 octobre 1945,10 juin 1946,16 juillet 1902,8 septembre 1989,324,https://www2.assemblee-nationale.fr/sycomore/fiche/324
Badie,"Vincent, Henri",2e Assemblée nationale constituante,Hérault Groupe Radical et radical-socialiste,2 juin 1946,27 novembre 1946,16 juillet 1902,8 septembre 1989,324,https://www2.assemblee-nationale.fr/sycomore/fiche/324
Badie,"Vincent, Henri",Ire législature,Hérault Groupe Républicain radical et radical-socialiste,10 novembre 1946,4 juillet 1951,16 juillet 1902,8 septembre 1989,324,https://www2.assemblee-nationale.fr/sycomore/fiche/324
Badie,"Vincent, Henri",IIe législature,Hérault Groupe Républicain radical et radical-socialiste,17 juin 1951,1 décembre 1955,16 juillet 1902,8 septembre 1989,324,https://www2.assemblee-nationale.fr/sycomore/fiche/324
Badie,"Vincent, Henri",IIIe législature,Hérault Groupe Républicain radical et radical-socialiste,2 janvier 1956,8 décembre 1958,16 juillet 1902,8 septembre 1989,324,https://www2.assemblee-nationale.fr/sycomore/fiche/324
Gaou,Charles,XVIe législature,Var Groupe Communiste,3 mai 1936,21 janvier 1940,6 février 1882,19 juin 1950,3244,https://www2.assemblee-nationale.fr/sycomore/fiche/3244
Gapiand,Jean,XVIe législature,Loire Groupe Non inscrit,3 mai 1936,31 mai 1942,21 mars 1898,24 septembre 1971,3245,https://www2.assemblee-nationale.fr/sycomore/fiche/3245
Garchery,Jean-Louis,XIIIe législature,Seine Groupe Communiste,11 mai 1924,31 mai 1928,1 janvier 1872,12 février 1957,3250,https://www2.assemblee-nationale.fr/sycomore/fiche/3250
Garchery,Jean-Louis,XVe législature,Seine Groupe Unité ouvrière,8 mai 1932,31 mai 1936,1 janvier 1872,12 février 1957,3250,https://www2.assemblee-nationale.fr/sycomore/fiche/3250
Garchery,Jean-Louis,XVIe législature,Seine Groupe Socialiste,3 mai 1936,31 mai 1942,1 janvier 1872,12 février 1957,3250,https://www2.assemblee-nationale.fr/sycomore/fiche/3250
Gardiol,Louis,XIIIe législature,Basses-Alpes Groupe Parti socialiste,17 août 1924,31 mai 1928,25 septembre 1879,7 septembre 1946,3255,https://www2.assemblee-nationale.fr/sycomore/fiche/3255
Gardiol,Louis,XIVe législature,Basses-Alpes Groupe Parti socialiste,22 avril 1928,31 mai 1932,25 septembre 1879,7 septembre 1946,3255,https://www2.assemblee-nationale.fr/sycomore/fiche/3255
Gardiol,Louis,XVe législature,Basses-Alpes Groupe Parti socialiste,8 mai 1932,31 mai 1936,25 septembre 1879,7 septembre 1946,3255,https://www2.assemblee-nationale.fr/sycomore/fiche/3255
Gardiol,Louis,XVIe législature,Basses-Alpes Groupe Socialiste,3 mai 1936,31 mai 1942,25 septembre 1879,7 septembre 1946,3255,https://www2.assemblee-nationale.fr/sycomore/fiche/3255
Gasparin,"Lucien, Charles, Marie",IXe législature,La Réunion Groupe Progressiste,27 mai 1906,31 mai 1910,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",Xe législature,La Réunion Groupe Gauche radicale,24 avril 1910,31 mai 1914,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",XIe législature,La Réunion Groupe Parti républicain radical et radical socialiste,26 avril 1914,7 décembre 1919,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",XIIe législature,La Réunion Groupe Parti radical et radical socialiste,30 novembre 1919,31 mai 1924,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",XIIIe législature,La Réunion Groupe Radical et radical-socialiste,11 mai 1924,31 mai 1928,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",XIVe législature,La Réunion Groupe Indépendants de gauche,22 avril 1928,31 mai 1932,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",XVe législature,La Réunion Groupe Indépendants de gauche,15 mai 1932,31 mai 1936,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gasparin,"Lucien, Charles, Marie",XVIe législature,La Réunion Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,18 février 1868,8 avril 1948,3276,https://www2.assemblee-nationale.fr/sycomore/fiche/3276
Gaurand,Pierre,XVIe législature,Loire Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,21 janvier 1886,3 mars 1943,3300,https://www2.assemblee-nationale.fr/sycomore/fiche/3300
Geistdoerfer,Michel,XIVe législature,Côtes-du-Nord Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,14 avril 1883,22 avril 1964,3328,https://www2.assemblee-nationale.fr/sycomore/fiche/3328
Geistdoerfer,Michel,XVe législature,Côtes-du-Nord Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,14 avril 1883,22 avril 1964,3328,https://www2.assemblee-nationale.fr/sycomore/fiche/3328
Geistdoerfer,Michel,XVIe législature,Côtes-du-Nord Groupe Républicain radical et radical-socialiste,26 avril 1936,31 mai 1942,14 avril 1883,22 avril 1964,3328,https://www2.assemblee-nationale.fr/sycomore/fiche/3328
Gélis,Louis,XVe législature,Seine Groupe Unité ouvrière,8 mai 1932,31 mai 1936,16 août 1886,28 janvier 1940,3329,https://www2.assemblee-nationale.fr/sycomore/fiche/3329
Gélis,Louis,XVIe législature,Seine Groupe Parti de l'unité prolétarienne,3 mai 1936,31 mai 1942,16 août 1886,28 janvier 1940,3329,https://www2.assemblee-nationale.fr/sycomore/fiche/3329
Gellié,Emile,XIVe législature,Gironde Groupe Républicains de gauche,22 avril 1928,31 mai 1932,12 août 1885,21 avril 1962,3332,https://www2.assemblee-nationale.fr/sycomore/fiche/3332
Gellié,Emile,XVe législature,Gironde Groupe Républicains de gauche,1 mai 1932,31 mai 1936,12 août 1885,21 avril 1962,3332,https://www2.assemblee-nationale.fr/sycomore/fiche/3332
Gellié,Emile,XVIe législature,Gironde Groupe Gauche démocratique et radicale indépendante,26 avril 1936,31 mai 1942,12 août 1885,21 avril 1962,3332,https://www2.assemblee-nationale.fr/sycomore/fiche/3332
Gellié,Emile,Ire Assemblée nationale constituante,Gironde Groupe Républicains indépendants,21 octobre 1945,10 juin 1946,12 août 1885,21 avril 1962,3332,https://www2.assemblee-nationale.fr/sycomore/fiche/3332
Gentin,Fernand,XVe législature,Aube Groupe Républicain radical et radical-socialiste,8 mai 1932,31 mai 1936,27 septembre 1876,24 avril 1946,3346,https://www2.assemblee-nationale.fr/sycomore/fiche/3346
Gentin,Fernand,XVIe législature,Aube Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,27 septembre 1876,24 avril 1946,3346,https://www2.assemblee-nationale.fr/sycomore/fiche/3346
Genty,André,XVIe législature,Seine-Inférieure Groupe Agraire indépendant,26 avril 1936,31 mai 1942,30 avril 1887,29 janvier 1969,3348,https://www2.assemblee-nationale.fr/sycomore/fiche/3348
Gérard,Gaston,XIVe législature,Côte-d'Or Groupe Gauche radicale,22 avril 1928,31 mai 1932,30 avril 1878,5 février 1969,3360,https://www2.assemblee-nationale.fr/sycomore/fiche/3360
Gérard,Gaston,XVIe législature,Côte-d'Or Groupe Gauche démocratique et radicale indépendante,3 mai 1936,31 mai 1942,30 avril 1878,5 février 1969,3360,https://www2.assemblee-nationale.fr/sycomore/fiche/3360
Gérente,Henri,XVIe législature,Haute-Savoie Groupe Non inscrit,26 avril 1936,31 mai 1942,25 juillet 1897,31 janvier 1970,3370,https://www2.assemblee-nationale.fr/sycomore/fiche/3370
Gernez,Raymond,XVIe législature,Nord Groupe Socialiste,3 mai 1936,31 mai 1942,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,Ire Assemblée nationale constituante,Nord Groupe Socialiste,21 octobre 1945,10 juin 1946,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,2e Assemblée nationale constituante,Nord Groupe Socialiste,2 juin 1946,27 novembre 1946,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,Ire législature,Nord Groupe Socialiste,10 novembre 1946,4 juillet 1951,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,IIe législature,Nord Groupe Socialiste,17 juin 1951,1 décembre 1955,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,IIIe législature,Nord Groupe Socialiste,2 janvier 1956,8 décembre 1958,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,Ire législature,Nord Groupe Socialiste,30 novembre 1958,9 octobre 1962,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,IIe législature,Nord Groupe Socialiste,25 novembre 1962,2 avril 1967,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,IIIe législature,Nord Groupe Fédération de la gauche démocrate et socialiste,12 mars 1967,30 mai 1968,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gernez,Raymond,IVe législature,Nord Groupe Fédération de la gauche démocrate et socialiste,30 juin 1968,1 avril 1973,27 novembre 1906,13 décembre 1991,3382,https://www2.assemblee-nationale.fr/sycomore/fiche/3382
Gillet,Pierre,XVIe législature,Morbihan Groupe Agraire indépendant,3 mai 1936,31 mai 1942,24 mai 1897,11 mai 1966,3407,https://www2.assemblee-nationale.fr/sycomore/fiche/3407
Ginet,Jean,XVIe législature,Isère Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,31 décembre 1881,27 mars 1942,3415,https://www2.assemblee-nationale.fr/sycomore/fiche/3415
Girault,Fernand,XVIe législature,Loire Groupe Alliance des républicains de gauche et des radicaux indépendants,3 mai 1936,31 mai 1942,8 février 1891,9 septembre 1965,3441,https://www2.assemblee-nationale.fr/sycomore/fiche/3441
Gitton,Marcel,XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,20 avril 1903,5 septembre 1941,3450,https://www2.assemblee-nationale.fr/sycomore/fiche/3450
Gouin,"Félix, Jean",XIIIe législature,Bouches-du-Rhône Groupe Parti socialiste,11 mai 1924,31 mai 1928,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",XIVe législature,Bouches-du-Rhône Groupe Parti socialiste,29 avril 1928,31 mai 1932,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",XVe législature,Bouches-du-Rhône Groupe Parti socialiste,1 mai 1932,31 mai 1936,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",XVIe législature,Bouches-du-Rhône Groupe Socialiste,3 mai 1936,31 mai 1942,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",Ire Assemblée nationale constituante,Bouches-du-Rhône Groupe Socialiste,21 octobre 1945,10 juin 1946,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",2e Assemblée nationale constituante,Bouches-du-Rhône Groupe Socialiste,2 juin 1946,27 novembre 1946,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",Ire législature,Bouches-du-Rhône Groupe Socialiste,10 novembre 1946,4 juillet 1951,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",IIe législature,Bouches-du-Rhône Groupe Socialiste,17 juin 1951,1 décembre 1955,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gouin,"Félix, Jean",IIIe législature,Bouches-du-Rhône Groupe Socialiste,2 janvier 1956,8 décembre 1958,4 octobre 1884,25 octobre 1977,3496,https://www2.assemblee-nationale.fr/sycomore/fiche/3496
Gounin,René,XIVe législature,Charente Groupe Parti socialiste,29 avril 1928,31 mai 1932,18 juin 1898,10 octobre 1983,3506,https://www2.assemblee-nationale.fr/sycomore/fiche/3506
Gounin,René,XVe législature,Charente Groupe Parti socialiste de France,1 mai 1932,31 mai 1936,18 juin 1898,10 octobre 1983,3506,https://www2.assemblee-nationale.fr/sycomore/fiche/3506
Gounin,René,XVIe législature,Charente Groupe Union socialiste et républicaine,26 avril 1936,7 février 1939,18 juin 1898,10 octobre 1983,3506,https://www2.assemblee-nationale.fr/sycomore/fiche/3506
Goussu,Paul,XVIe législature,Sarthe Groupe Démocrate populaire,3 mai 1936,31 mai 1942,11 février 1889,17 octobre 1958,3518,https://www2.assemblee-nationale.fr/sycomore/fiche/3518
Goussu,Paul,IIIe législature,Sarthe Groupe Indépendants et paysans d'action sociale,2 janvier 1956,17 octobre 1958,11 février 1889,17 octobre 1958,3518,https://www2.assemblee-nationale.fr/sycomore/fiche/3518
Gout,Henri,XIVe législature,Aude Groupe Républicain radical et radical-socialiste,29 avril 1928,31 mai 1932,9 novembre 1876,7 décembre 1953,3520,https://www2.assemblee-nationale.fr/sycomore/fiche/3520
Gout,Henri,XVe législature,Aude Groupe Républicain radical et radical-socialiste,1 mai 1932,31 mai 1936,9 novembre 1876,7 décembre 1953,3520,https://www2.assemblee-nationale.fr/sycomore/fiche/3520
Gout,Henri,XVIe législature,Aude Groupe Républicain radical et radical-socialiste,3 mai 1936,31 mai 1942,9 novembre 1876,7 décembre 1953,3520,https://www2.assemblee-nationale.fr/sycomore/fiche/3520
Goy,Jean,XIIIe législature,Seine Groupe Non inscrit,11 mai 1924,31 mai 1928,16 octobre 1892,27 février 1944,3531,https://www2.assemblee-nationale.fr/sycomore/fiche/3531
Goy,Jean,XIVe législature,Seine Groupe Gauche sociale et radicale,29 avril 1928,31 mai 1932,16 octobre 1892,27 février 1944,3531,https://www2.assemblee-nationale.fr/sycomore/fiche/3531
Goy,Jean,XVe législature,Seine Groupe Gauche radicale,8 mai 1932,31 mai 1936,16 octobre 1892,27 février 1944,3531,https://www2.assemblee-nationale.fr/sycomore/fiche/3531
Goy,Jean,XVIe législature,Calvados Groupe Gauche démocratique et radicale indépendante,8 mai 1938,31 mai 1942,16 octobre 1892,27 février 1944,3531,https://www2.assemblee-nationale.fr/sycomore/fiche/3531
Grandmaison,Robert Millin de,XVe législature,Maine-et-Loire Groupe Républicain et social,11 juin 1933,31 mai 1936,5 mai 1896,6 août 1982,3544,https://www2.assemblee-nationale.fr/sycomore/fiche/3544
Grandmaison,Robert Millin de,XVIe législature,Maine-et-Loire Groupe Républicains indépendants et d'action sociale,26 avril 1936,31 mai 1942,5 mai 1896,6 août 1982,3544,https://www2.assemblee-nationale.fr/sycomore/fiche/3544
Grat,Félix,XVIe législature,Mayenne Groupe Fédération républicaine de France,3 mai 1936,13 mai 1940,12 novembre 1898,13 mai 1940,3557,https://www2.assemblee-nationale.fr/sycomore/fiche/3557
Grenier,Fernand,XVIe législature,Seine Groupe Communiste,1 août 1937,21 janvier 1940,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,Ire Assemblée nationale constituante,Seine Groupe Communiste,21 octobre 1945,10 juin 1946,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,2e Assemblée nationale constituante,Seine Groupe Communiste,2 juin 1946,27 novembre 1946,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,Ire législature,Seine Groupe Communiste,10 novembre 1946,4 juillet 1951,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,IIe législature,Seine Groupe Communiste,17 juin 1951,1 décembre 1955,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,IIIe législature,Seine Groupe Communiste,2 janvier 1956,8 décembre 1958,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,Ire législature,Seine Groupe Communiste,23 novembre 1958,9 octobre 1962,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,IIe législature,Paris Groupe Communiste,18 novembre 1962,2 avril 1967,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grenier,Fernand,IIIe législature,Seine-St-Denis Groupe Communiste,5 mars 1967,30 mai 1968,9 juillet 1901,12 août 1992,3571,https://www2.assemblee-nationale.fr/sycomore/fiche/3571
Grésa,Jacques,XVIe législature,Seine Groupe Communiste,3 mai 1936,21 janvier 1940,16 mai 1898,27 juillet 1964,3575,https://www2.assemblee-nationale.fr/sycomore/fiche/3575
Grésa,Jacques,Ire Assemblée nationale constituante,Haute-Garonne Groupe Communiste,21 octobre 1945,10 juin 1946,16 mai 1898,27 juillet 1964,3575,https://www2.assemblee-nationale.fr/sycomore/fiche/3575
Grésa,Jacques,2e Assemblée nationale constituante,Haute-Garonne Groupe Communiste,2 juin 1946,27 novembre 1946,16 mai 1898,27 juillet 1964,3575,https://www2.assemblee-nationale.fr/sycomore/fiche/3575
